symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
PSMD14,MRPL47,15762,,exp,coexpression,16,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0070126, GO:0070125, GO:0005739, GO:0003735, GO:0005743, GO:0008150, GO:0005762, GO:0003674, GO:0032543"
NEIL1,SLC25A27,15772,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0008284, GO:0045177, GO:0055085, GO:0070997, GO:0048839, GO:0005739, GO:0031966, GO:0035356, GO:0005743, GO:0010917, GO:0043066, GO:0046324, GO:0009409, GO:0043025, GO:0051562"
FARSA,RUVBL2,15789,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0005737, GO:0004826, GO:0000049, GO:0006432, GO:0009328, GO:0005829, GO:0016020, GO:0051290, GO:0003723, GO:0005515, GO:0005524","GO:0003714, GO:0006457, GO:0035066, GO:0017025, GO:0031011, GO:0031490, GO:0035267, GO:0016887, GO:0034644, GO:0003678, GO:0000812, GO:0001094, GO:0005719, GO:0070062, GO:0005813, GO:0005634, GO:0016020, GO:0051082, GO:0005654, GO:0071392, GO:0042802, GO:0043967, GO:0071169, GO:0043141, GO:0016363, GO:0071339, GO:0005524, GO:0000980, GO:0090090, GO:0016573, GO:0006281, GO:0043968, GO:0004003, GO:0032508, GO:0008013, GO:1903507, GO:0006974, GO:0042803, GO:0043531, GO:0006310, GO:0000492, GO:0006338, GO:1904874, GO:0005829, GO:0071733, GO:1990904, GO:0097255, GO:0005622, GO:0071899, GO:0051117, GO:0006357, GO:0045944, GO:0006351, GO:0005515, GO:0000979, GO:0040008"
RTCB,DDB1,15852,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0072669, GO:0001701, GO:0001890, GO:0043231, GO:0005634, GO:0005635, GO:0005789, GO:0005654, GO:0003972, GO:0017166, GO:0003723, GO:0005515, GO:0006388, GO:0046872, GO:0005829, GO:0005524","GO:0035518, GO:0006294, GO:0006296, GO:0006293, GO:1902188, GO:0070914, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0006283, GO:0005737, GO:0005615, GO:0080008, GO:0045732, GO:0043161, GO:0005634, GO:0045070, GO:0033683, GO:0005654, GO:0043066, GO:0071987, GO:0016032, GO:0031461, GO:0006281, GO:0043687, GO:0006289, GO:0006974, GO:0046726, GO:0051702, GO:0031464, GO:0031465, GO:0070062, GO:0030674, GO:0032991, GO:0097602, GO:0016055, GO:0010498, GO:0000715, GO:0016567, GO:0006511, GO:0005515, GO:0044877, GO:0003684, GO:1901990"
COPS7B,OSBPL7,15858,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006283, GO:0006281, GO:0000338, GO:0005829, GO:0000715, GO:0005654, GO:0005515, GO:0043687, GO:0008180","GO:0016020, GO:0097038, GO:0015485, GO:0015918, GO:0008289, GO:0005829, GO:1901800, GO:0005776, GO:0005789, GO:0032934, GO:0005515, GO:0005886, GO:0006699, GO:0071397, GO:0015248, GO:0010506, GO:0043231"
N4BP2L2,ATXN3,15861,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0070062, GO:0017053, GO:0000122, GO:0005634, GO:0003714, GO:0019899, GO:1902037, GO:1902035, GO:0003674, GO:0005515","GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380"
IFI6,ISG15,15875,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0016021, GO:0005886, GO:0097190, GO:0005739, GO:0043154, GO:0051902, GO:0001836, GO:0005515, GO:0006955, GO:2001240, GO:0060337","GO:0006974, GO:0032649, GO:0051607, GO:0005515, GO:0032480, GO:0045648, GO:0019985, GO:0005829, GO:0006281, GO:0019941, GO:0045071, GO:0034340, GO:0005654, GO:0005576, GO:0042742, GO:0016032, GO:0031397, GO:0060337, GO:0030501, GO:0031386, GO:0032020"
EIF3J,BCCIP,15885,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0006413, GO:0005829, GO:0005852, GO:0005515, GO:0003743","GO:0034453, GO:0015631, GO:0000132, GO:0005829, GO:0006281, GO:0005813, GO:0000079, GO:0097431, GO:0000055, GO:0005814, GO:0005654, GO:0006974, GO:0007052, GO:0090307, GO:0000226, GO:0003723, GO:0005515, GO:0061101, GO:0019908, GO:0005634, GO:0019207"
C7orf43,DOT1L,15952,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005886, GO:0043231, GO:0005815","GO:0008284, GO:0005654, GO:0042054, GO:0032991, GO:0043231, GO:0018024, GO:0005634, GO:0046425, GO:0032200, GO:0006974, GO:0000781, GO:2000677, GO:0006348, GO:0045944, GO:0031151, GO:0005515, GO:0003677, GO:0000077, GO:0006281, GO:0034729"
PPIL2,DMAP1,15959,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0000413, GO:0005796, GO:0006457, GO:0003755, GO:0005634, GO:0034450, GO:0005654, GO:0050900, GO:0005515, GO:0005886, GO:0016018, GO:0072659, GO:0061630, GO:0000209","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
PSMD14,NME1,15991,,exp,coexpression,16,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0000977, GO:0007595, GO:0019899, GO:0021766, GO:0010629, GO:0035690, GO:0043388, GO:0014075, GO:0042981, GO:0005737, GO:0016020, GO:0002762, GO:0070062, GO:0006228, GO:0005813, GO:0005634, GO:0000287, GO:0006241, GO:0071333, GO:0048471, GO:0003697, GO:0005524, GO:0005525, GO:0008285, GO:0071398, GO:0019215, GO:0005515, GO:0042802, GO:0005882, GO:0010976, GO:0015949, GO:0032587, GO:0006183, GO:0006897, GO:0050679, GO:0004536, GO:0005829, GO:0043024, GO:0033574, GO:0043209, GO:0051591, GO:0005741, GO:0004550, GO:0003723, GO:0006165, GO:0006259, GO:0043015"
PRPF19,UMPS,15996,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005811, GO:0000244, GO:0000245, GO:0048711, GO:0071006, GO:0071007, GO:0000349, GO:0048026, GO:0000209, GO:0006283, GO:0005737, GO:0045665, GO:0005819, GO:0006303, GO:0072422, GO:0004842, GO:0005634, GO:0016020, GO:0005654, GO:0070534, GO:0042802, GO:0016607, GO:0034450, GO:0000974, GO:0006281, GO:0071013, GO:0034613, GO:0006974, GO:0061630, GO:0008610, GO:0035861, GO:0001833, GO:0010498, GO:0000398, GO:0005662, GO:0005515","GO:0005737, GO:0006222, GO:0044205, GO:0007595, GO:0006207, GO:0005634, GO:0007565, GO:0046134, GO:0035690, GO:0004588, GO:0004590, GO:0005829"
METTL1,MARF1,16005,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0030488, GO:0036265, GO:0000049, GO:0005730, GO:0005634, GO:0106004, GO:0005654, GO:0016740, GO:0008176, GO:0005515, GO:0043527, GO:0006400, GO:0005829","GO:0005794, GO:0016020, GO:0006302, GO:0006281, GO:0010923, GO:0005777, GO:0010468, GO:0006974, GO:0003674, GO:0003723, GO:0048477, GO:0007143, GO:0043231"
PSMB7,RBX1,16006,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0016032, GO:0004175, GO:1904813, GO:0005839, GO:0051603, GO:0043687, GO:0005634, GO:0010498, GO:0043312, GO:0019774, GO:0004298, GO:0005654, GO:0010499, GO:0005576, GO:0005515, GO:0034774, GO:0000502, GO:0043161, GO:0016579, GO:0005829","GO:0006294, GO:0006296, GO:0032436, GO:0070911, GO:0006293, GO:0042769, GO:0008270, GO:0070498, GO:0031461, GO:0061418, GO:0000209, GO:0043224, GO:0045116, GO:0080008, GO:0016567, GO:0031464, GO:0005634, GO:0006281, GO:0000165, GO:0033683, GO:0019788, GO:0005654, GO:0042787, GO:0043687, GO:0090090, GO:0034450, GO:0006283, GO:0030891, GO:0008134, GO:0061630, GO:0031146, GO:0006974, GO:0010972, GO:0016032, GO:0031462, GO:0031463, GO:0004842, GO:0031465, GO:0031466, GO:0031467, GO:0031625, GO:0097602, GO:0010265, GO:0005829, GO:0016055, GO:0000715, GO:0006513, GO:0019005, GO:0005515, GO:0043161, GO:0044877"
CEP164,WDR59,16027,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005794, GO:0005615, GO:0060271, GO:0006281, GO:0000086, GO:0005813, GO:0005829, GO:0097711, GO:0005814, GO:0005654, GO:0006974, GO:0005515, GO:0097539, GO:0010389, GO:0051301, GO:0043231","GO:0061700, GO:0005765, GO:0034198, GO:0005515, GO:0032008"
POLR2L,COPS9,16055,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0001055, GO:0001056, GO:0008270, GO:0001054, GO:0003677, GO:0008543, GO:0005654, GO:0005634, GO:0006281, GO:0006370, GO:0006361, GO:0006363, GO:0006367, GO:0006366, GO:0006368, GO:0045815, GO:0006383, GO:0006283, GO:0005736, GO:0006974, GO:0060964, GO:0003899, GO:0016070, GO:0005829, GO:0000428, GO:0000398, GO:0006356, GO:0005665, GO:0005515, GO:0005666, GO:0042795","GO:0005737, GO:0008284, GO:0005634, GO:0005654, GO:0000790, GO:0005515, GO:0034644, GO:0008180"
CEP164,MDH2,16074,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005794, GO:0005615, GO:0060271, GO:0006281, GO:0000086, GO:0005813, GO:0005829, GO:0097711, GO:0005814, GO:0005654, GO:0006974, GO:0005515, GO:0097539, GO:0010389, GO:0051301, GO:0043231","GO:0006734, GO:0070062, GO:0046554, GO:0043209, GO:0005634, GO:0016020, GO:0006475, GO:0006107, GO:0005739, GO:0006099, GO:0009060, GO:0003723, GO:0030060, GO:0005759, GO:0006108, GO:0043621, GO:0006094"
AP1G2,DMAP1,16094,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005794, GO:0016032, GO:0006886, GO:0016020, GO:0005798, GO:0000139, GO:0005515, GO:0030133, GO:0030121, GO:0016192, GO:0010008","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
INTS3,STK36,16100,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093","GO:0005737, GO:0006468, GO:0051090, GO:0007420, GO:0060271, GO:0005634, GO:0007228, GO:0008134, GO:0009791, GO:0004674, GO:0005524, GO:0005515, GO:0046872, GO:0005829, GO:0003351, GO:0045880"
COPS4,PGAM1,16108,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0016607, GO:0008021, GO:0019784, GO:0006283, GO:0006281, GO:0000338, GO:0005634, GO:0000715, GO:0005654, GO:0006974, GO:0005515, GO:0043687, GO:0005829, GO:0030054, GO:0008180","GO:0005737, GO:0016787, GO:0043456, GO:0006110, GO:0019901, GO:0070062, GO:0005634, GO:0016020, GO:0043312, GO:1904813, GO:0006096, GO:0004082, GO:0043209, GO:0061621, GO:0005576, GO:0005515, GO:0034774, GO:0004619, GO:0005829, GO:0045730, GO:0006094"
NEIL1,KLHDC2,16154,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0005634, GO:0016604, GO:0031965"
GART,RUVBL1,16159,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0021549, GO:0070062, GO:0003360, GO:0046872, GO:0004641, GO:0005829, GO:0006164, GO:0004644, GO:0009168, GO:0009113, GO:0046654, GO:0006189, GO:0005524, GO:0006544, GO:0021987, GO:0010035, GO:0046084, GO:0010033, GO:0004637","GO:0034080, GO:0090263, GO:0017025, GO:0031011, GO:1904837, GO:0097255, GO:0035267, GO:0016887, GO:0003678, GO:0007049, GO:0001094, GO:0070062, GO:0005634, GO:0016020, GO:0003713, GO:0005815, GO:0005654, GO:0004003, GO:0043967, GO:0016573, GO:0043141, GO:0016363, GO:0016579, GO:0071339, GO:0005524, GO:1903508, GO:0006281, GO:0043968, GO:0051117, GO:0032508, GO:1904874, GO:0007283, GO:0043531, GO:0006310, GO:0006974, GO:0000492, GO:0006338, GO:0051301, GO:0005829, GO:1990904, GO:0045296, GO:0000812, GO:0006357, GO:0006351, GO:0005515, GO:0040008"
INTS3,MIB2,16182,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093","GO:0005737, GO:0007219, GO:0061630, GO:0005829, GO:0000151, GO:0000209, GO:0003779, GO:0016567, GO:0008270, GO:0005515, GO:0004842, GO:0005769, GO:0043123"
EIF2B5,MMS19,16199,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005085, GO:0021766, GO:0009408, GO:0031369, GO:0005737, GO:0042552, GO:0001541, GO:0005851, GO:0005634, GO:0043065, GO:0050852, GO:0048708, GO:0014003, GO:0010226, GO:0043434, GO:0007568, GO:0014002, GO:0009749, GO:0005515, GO:0045948, GO:0003743, GO:0006413, GO:0005829, GO:0034976","GO:0030159, GO:0019899, GO:0005737, GO:0005819, GO:0000160, GO:0005634, GO:0016020, GO:0003713, GO:0005654, GO:0005675, GO:1905168, GO:0030331, GO:0006281, GO:0006289, GO:0006974, GO:0045893, GO:0007059, GO:0016226, GO:0097428, GO:0030674, GO:0071817, GO:0009725, GO:0005829, GO:0097361, GO:0006351, GO:0005515, GO:0006259"
ATXN3,MDH2,16208,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380","GO:0006734, GO:0070062, GO:0046554, GO:0043209, GO:0005634, GO:0016020, GO:0006475, GO:0006107, GO:0005739, GO:0006099, GO:0009060, GO:0003723, GO:0030060, GO:0005759, GO:0006108, GO:0043621, GO:0006094"
RAD54B,FSBP,16226,,exp,coexpression,19,,xxxxxx,xxxxxx,"GO:0006312, GO:0000724, GO:0005634, GO:0006281, GO:0015616, GO:0006974, GO:0003724, GO:0005515, GO:0003677, GO:0003678, GO:0007131, GO:0032508, GO:0005524","GO:0006355, GO:0005634, GO:0042802, GO:0006351, GO:0005515"
JMJD7-PLA2G4B,INTS3,16265,,exp,coexpression,11,,xxxxxx,xxxxxx,,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093"
ZNF133,POLI,16305,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0043565, GO:0003700, GO:0005634, GO:0006357, GO:0006351, GO:0005515, GO:0003677, GO:0046872, GO:0000981","GO:0016607, GO:0005654, GO:0042276, GO:0006281, GO:0019985, GO:0005622, GO:0003887, GO:0006974, GO:0006260, GO:0036464, GO:0005515, GO:0046872, GO:0003684"
PRPF19,WDR3,16342,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0005811, GO:0000244, GO:0000245, GO:0048711, GO:0071006, GO:0071007, GO:0000349, GO:0048026, GO:0000209, GO:0006283, GO:0005737, GO:0045665, GO:0005819, GO:0006303, GO:0072422, GO:0004842, GO:0005634, GO:0016020, GO:0005654, GO:0070534, GO:0042802, GO:0016607, GO:0034450, GO:0000974, GO:0006281, GO:0071013, GO:0034613, GO:0006974, GO:0061630, GO:0008610, GO:0035861, GO:0001833, GO:0010498, GO:0000398, GO:0005662, GO:0005515","GO:0034388, GO:0032040, GO:0005730, GO:0005634, GO:0031965, GO:0005654, GO:0006364, GO:0030515, GO:0030490, GO:0003723"
PSMD14,ACTR3,16352,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0005200, GO:0033206, GO:0015629, GO:0070358, GO:0061024, GO:0007163, GO:0034314, GO:0005925, GO:0008356, GO:0051653, GO:0070062, GO:0016020, GO:0005524, GO:0016344, GO:0060271, GO:0030027, GO:0051015, GO:0005885, GO:0005911, GO:0048013, GO:0038096, GO:0005829, GO:0071346, GO:0005903, GO:0005515"
RPS24,RPS27A,16360,,exp,coexpression,18,,xxxxxx,xxxxxx,"GO:0005654, GO:0000184, GO:0015935, GO:0034101, GO:0005634, GO:0016020, GO:0006614, GO:0006412, GO:0003735, GO:0022627, GO:0003723, GO:0031369, GO:0042274, GO:0006413, GO:0005829, GO:0006364","GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0015935, GO:0019985, GO:0019068, GO:0019058, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0043209, GO:0005634, GO:0016020, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0016055, GO:0043488, GO:0035666, GO:0046872, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0019941, GO:0043066, GO:0031145, GO:0070423, GO:0006974, GO:0051092, GO:0019221, GO:0005886, GO:0051403, GO:0006281, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0043657, GO:0070062, GO:0005829, GO:0005730, GO:0007249, GO:0036297, GO:0000715, GO:0016567, GO:0005741, GO:0045944, GO:0003723, GO:0005515, GO:0031386, GO:0006413, GO:0006412, GO:0070911"
APEH,DDB1,16405,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0004252, GO:0070062, GO:0005829, GO:0031965, GO:0043312, GO:1904813, GO:0005576, GO:0003723, GO:0005515, GO:0006508, GO:0006415, GO:0050435, GO:0008242, GO:0042802","GO:0035518, GO:0006294, GO:0006296, GO:0006293, GO:1902188, GO:0070914, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0006283, GO:0005737, GO:0005615, GO:0080008, GO:0045732, GO:0043161, GO:0005634, GO:0045070, GO:0033683, GO:0005654, GO:0043066, GO:0071987, GO:0016032, GO:0031461, GO:0006281, GO:0043687, GO:0006289, GO:0006974, GO:0046726, GO:0051702, GO:0031464, GO:0031465, GO:0070062, GO:0030674, GO:0032991, GO:0097602, GO:0016055, GO:0010498, GO:0000715, GO:0016567, GO:0006511, GO:0005515, GO:0044877, GO:0003684, GO:1901990"
RECQL5,ZNF518A,16423,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0009378, GO:0003677, GO:0003678, GO:0016591, GO:0051304, GO:0051301, GO:0005737, GO:0010165, GO:0000724, GO:0005634, GO:0005654, GO:0006260, GO:0043140, GO:0005694, GO:0042802, GO:0072757, GO:0045930, GO:0034244, GO:0000278, GO:0006281, GO:0032508, GO:0006974, GO:0006310, GO:2000042, GO:0000070, GO:0005829, GO:0005524, GO:0006259, GO:1990414, GO:0000993","GO:0005634, GO:0006355, GO:0006357, GO:0006351, GO:0003677, GO:0046872, GO:0000981"
ZNF224,ERCC5,16424,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0043565, GO:0001227, GO:0017053, GO:0000122, GO:0005634, GO:0031965, GO:0045892, GO:0006351, GO:0005515, GO:0046872, GO:0000981","GO:0006295, GO:0006294, GO:0006296, GO:0006293, GO:0033683, GO:0009411, GO:0009650, GO:0016591, GO:0005634, GO:0004520, GO:0005654, GO:0043066, GO:0005675, GO:0003690, GO:0046872, GO:0003697, GO:0042803, GO:0006283, GO:0006281, GO:0006974, GO:0010225, GO:0047485, GO:0000405, GO:0005662, GO:0005515"
RBX1,PPIA,16434,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0006294, GO:0006296, GO:0032436, GO:0070911, GO:0006293, GO:0042769, GO:0008270, GO:0070498, GO:0031461, GO:0061418, GO:0000209, GO:0043224, GO:0045116, GO:0080008, GO:0016567, GO:0031464, GO:0005634, GO:0006281, GO:0000165, GO:0033683, GO:0019788, GO:0005654, GO:0042787, GO:0043687, GO:0090090, GO:0034450, GO:0006283, GO:0030891, GO:0008134, GO:0061630, GO:0031146, GO:0006974, GO:0010972, GO:0016032, GO:0031462, GO:0031463, GO:0004842, GO:0031465, GO:0031466, GO:0031467, GO:0031625, GO:0097602, GO:0010265, GO:0005829, GO:0016055, GO:0000715, GO:0006513, GO:0019005, GO:0005515, GO:0043161, GO:0044877","GO:0019061, GO:0006457, GO:0019064, GO:0019068, GO:1904813, GO:0030260, GO:0050900, GO:0005739, GO:0005925, GO:0000413, GO:0005615, GO:0075713, GO:0005634, GO:0016020, GO:0045070, GO:0051082, GO:0019058, GO:0035722, GO:0003755, GO:0019076, GO:0034389, GO:0034774, GO:0031982, GO:0006278, GO:0032991, GO:0050714, GO:0070062, GO:0005829, GO:0043312, GO:0046790, GO:0005576, GO:0003723, GO:0005515, GO:0016018, GO:0045069"
ZNF76,DMAP1,16436,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0043565, GO:0005634, GO:0001228, GO:0006357, GO:0045944, GO:0006366, GO:0046872, GO:0006359, GO:0000981","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
PSMD14,POMP,16456,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0016607, GO:0005737, GO:0005783, GO:0005829, GO:0043248, GO:0005515, GO:0005634, GO:0031090"
FEN1,NIF3L1,16504,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784","GO:0005737, GO:0030182, GO:0005634, GO:0005739, GO:1903507, GO:0045893, GO:0005515, GO:0008134, GO:0042802"
MUTYH,CRYGS,16524,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0032357, GO:0006974, GO:0045007, GO:0035485, GO:0006284, GO:0051539, GO:0006281, GO:0000701, GO:0005634, GO:0006298, GO:0005739, GO:0019104, GO:0005654, GO:0032408, GO:0034039, GO:0005515, GO:0003677, GO:0046872, GO:0032407, GO:0032406, GO:0032405","GO:0002088, GO:0002009, GO:0005515, GO:0005212"
ZSCAN26,POLL,16566,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0042552, GO:0003676, GO:0003700, GO:0005634, GO:0005654, GO:0006355, GO:0045892, GO:0006351, GO:0005515, GO:0046872, GO:0005829","GO:0005654, GO:0006303, GO:0006287, GO:0000724, GO:0005634, GO:0006281, GO:0006289, GO:0003887, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
DDB1,ATP5F1A,16571,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0035518, GO:0006294, GO:0006296, GO:0006293, GO:1902188, GO:0070914, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0006283, GO:0005737, GO:0005615, GO:0080008, GO:0045732, GO:0043161, GO:0005634, GO:0045070, GO:0033683, GO:0005654, GO:0043066, GO:0071987, GO:0016032, GO:0031461, GO:0006281, GO:0043687, GO:0006289, GO:0006974, GO:0046726, GO:0051702, GO:0031464, GO:0031465, GO:0070062, GO:0030674, GO:0032991, GO:0097602, GO:0016055, GO:0010498, GO:0000715, GO:0016567, GO:0006511, GO:0005515, GO:0044877, GO:0003684, GO:1901990","GO:0016887, GO:0042407, GO:0008180, GO:0045261, GO:0070062, GO:0046933, GO:0043209, GO:0016020, GO:0005739, GO:0099132, GO:0005753, GO:0005759, GO:0005524, GO:0006629, GO:0042288, GO:0043536, GO:0043532, GO:0005886, GO:0042776, GO:0045259, GO:0005743, GO:0022857, GO:0003723, GO:0005515, GO:0006754, GO:0001937"
