symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
SFPQ,HNRNPH1,12258,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0090575, GO:0000785, GO:0003676, GO:0003677, GO:0070888, GO:0000980, GO:0070932, GO:0005737, GO:0000380, GO:0000724, GO:0006355, GO:0005634, GO:0005654, GO:0048511, GO:0045944, GO:0016363, GO:0042826, GO:0008380, GO:0000981, GO:0003723, GO:0016607, GO:0045876, GO:0042382, GO:0006281, GO:0045087, GO:0006974, GO:0042803, GO:0042752, GO:0042754, GO:0044212, GO:1902177, GO:0000122, GO:0000398, GO:0002218, GO:0000976, GO:0006351, GO:0005515, GO:0045892, GO:0003682, GO:0006397","GO:0016070, GO:0008266, GO:0043484, GO:0005634, GO:0016020, GO:0000398, GO:0005654, GO:0003723, GO:0005515, GO:0071013, GO:0008543, GO:0005829, GO:0006396"
CEP164,RUFY2,12269,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0005794, GO:0005615, GO:0060271, GO:0006281, GO:0000086, GO:0005813, GO:0005829, GO:0097711, GO:0005814, GO:0005654, GO:0006974, GO:0005515, GO:0097539, GO:0010389, GO:0051301, GO:0043231","GO:0005737, GO:0035091, GO:0030100, GO:0005634, GO:0017124, GO:0008150, GO:0046872, GO:0005768"
UBA52,RPS10-NUDT3,12280,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0000028, GO:0016787, GO:0003735, GO:0022627"
UBA52,RPL19,12385,,exp,coexpression,16,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0070180, GO:0000184, GO:0022625, GO:0042788, GO:0005829, GO:0016020, GO:0006614, GO:0003735, GO:1990932, GO:0003723, GO:0005515, GO:0097421, GO:0002181, GO:0005925, GO:0006413, GO:0006412"
PAN2,RAD52,12403,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0005783, GO:0005789, GO:0003676, GO:0042572, GO:0001649, GO:0016491, GO:0000289, GO:0005634, GO:0016020, GO:0052650, GO:0046872, GO:0005524, GO:0031251, GO:0006954, GO:0055114, GO:0090503, GO:0005829, GO:0004535, GO:0000932, GO:0000175, GO:0005765, GO:0005515, GO:0032479, GO:0006397","GO:0006310, GO:0006974, GO:0006312, GO:0032991, GO:0006302, GO:0032993, GO:0000724, GO:0051260, GO:0005634, GO:0045002, GO:0000730, GO:0005654, GO:0010792, GO:0005515, GO:0003677, GO:2000819, GO:0034599, GO:0006281, GO:0003697, GO:0042802"
RPLP2,UBA52,12421,,exp,coexpression,16,,xxxxxx,xxxxxx,"GO:0000184, GO:0070062, GO:0022625, GO:0005829, GO:0016020, GO:0006614, GO:0003735, GO:0005515, GO:0005925, GO:0006413, GO:0006412, GO:0006414","GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911"
FANCF,TTC30B,12515,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006281, GO:0036297, GO:0005654, GO:0008150, GO:0005515, GO:0003674, GO:0043240","GO:0030992, GO:0042073, GO:0097542, GO:0035735, GO:0005515, GO:0005929"
PSMD14,PSMD1,12517,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0031625, GO:0005838, GO:0022624, GO:0043687, GO:0005829, GO:0016020, GO:0042176, GO:0043312, GO:0005654, GO:0004175, GO:0035578, GO:0005576, GO:0005515, GO:0043161, GO:0050790, GO:0000502, GO:0005634, GO:0016579, GO:0030234, GO:0034515, GO:0008540"
COPS7B,TIA1,12538,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006283, GO:0006281, GO:0000338, GO:0005829, GO:0000715, GO:0005654, GO:0005515, GO:0043687, GO:0008180","GO:0005737, GO:0010494, GO:1904037, GO:0008143, GO:0005829, GO:0006915, GO:0017091, GO:0005654, GO:0048024, GO:0097165, GO:0003723, GO:0005515, GO:0017148, GO:0042036, GO:1903608, GO:0008543"
USP10,GRWD1,12562,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0044325, GO:0005737, GO:0005634, GO:0016020, GO:0004843, GO:0005654, GO:0006511, GO:0005509, GO:0043124, GO:0071347, GO:0010506, GO:0005794, GO:0030330, GO:0006914, GO:0006974, GO:0006281, GO:0036459, GO:0032991, GO:0016579, GO:0005829, GO:0019985, GO:0004197, GO:0003723, GO:0005515, GO:0002039, GO:0005769","GO:0042393, GO:0006334, GO:0005730, GO:0006337, GO:0005634, GO:0003688, GO:0006260, GO:0003723, GO:0005515, GO:0032991, GO:0003682, GO:0005694, GO:0005829"
DCTPP1,FEN1,12564,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0009143, GO:0051289, GO:0047840, GO:0005634, GO:0000287, GO:0005739, GO:0006253, GO:0042262, GO:0005515, GO:0046076, GO:0047429, GO:0032556, GO:0005829, GO:0042802","GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784"
NACA,NOP53,12582,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0006355, GO:0005634, GO:0006351, GO:0005854, GO:0003677","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
PSMD14,USP5,12606,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0032436, GO:0005829, GO:0071108, GO:0036459, GO:0005764, GO:0004197, GO:0008270, GO:0005515, GO:0006511, GO:0016579, GO:0004843, GO:0043130"
DDX39B,FANCA,12623,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0000245, GO:0001889, GO:0045727, GO:0016887, GO:0000346, GO:0008186, GO:0016607, GO:0030621, GO:0005634, GO:0005524, GO:0005654, GO:0042802, GO:0043008, GO:0046784, GO:0016363, GO:1904707, GO:0008380, GO:0006406, GO:0017070, GO:0005737, GO:2000002, GO:0031124, GO:0004004, GO:0032786, GO:0061051, GO:0010501, GO:0000398, GO:0006405, GO:0003723, GO:0005515, GO:0005688, GO:0005687, GO:0044877, GO:2000573, GO:0005681","GO:0005737, GO:0042127, GO:0051090, GO:0006281, GO:0005634, GO:2000348, GO:0050727, GO:0036297, GO:0008585, GO:0008584, GO:0005654, GO:0006974, GO:0005515, GO:0045589, GO:0065003, GO:0043240, GO:0007140"
VCP,RTCB,12656,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0032510, GO:0044389, GO:0005811, GO:0006457, GO:0005783, GO:0090263, GO:0019985, GO:0034774, GO:0016236, GO:0036503, GO:0006734, GO:0005789, GO:0034214, GO:1903862, GO:0035578, GO:1903006, GO:0016887, GO:0031593, GO:0032436, GO:1904288, GO:2001171, GO:0042981, GO:0005737, GO:1903007, GO:0006888, GO:0006302, GO:0045732, GO:0043209, GO:0043161, GO:0005634, GO:0006281, GO:0051260, GO:0030970, GO:0055085, GO:0005654, GO:1903715, GO:0042802, GO:0097352, GO:0048471, GO:0016579, GO:0018279, GO:0005524, GO:1990381, GO:1904813, GO:0051228, GO:0042288, GO:0006919, GO:0019079, GO:0046034, GO:0006914, GO:0036435, GO:0031334, GO:0008289, GO:0036513, GO:0006974, GO:0019903, GO:0061857, GO:0019904, GO:0043531, GO:0030433, GO:0034098, GO:0000502, GO:1990730, GO:0010918, GO:0070062, GO:0045184, GO:2000158, GO:0031625, GO:0032991, GO:0043231, GO:0030968, GO:0035861, GO:0005829, GO:0070842, GO:0010498, GO:0043312, GO:0070987, GO:0016567, GO:0005576, GO:0071712, GO:0003723, GO:0005515, GO:1904949, GO:0035800, GO:0072389","GO:0005737, GO:0072669, GO:0001701, GO:0001890, GO:0043231, GO:0005634, GO:0005635, GO:0005789, GO:0005654, GO:0003972, GO:0017166, GO:0003723, GO:0005515, GO:0006388, GO:0046872, GO:0005829, GO:0005524"
PSMD14,CCT8,12666,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0006457, GO:1904851, GO:0050821, GO:1904874, GO:0035578, GO:1904871, GO:0005929, GO:0005874, GO:1901998, GO:0005737, GO:0045111, GO:0046931, GO:0042623, GO:0005813, GO:0032212, GO:0005832, GO:0005654, GO:0005576, GO:0005524, GO:0044297, GO:0007339, GO:0034774, GO:0070062, GO:1904813, GO:0005829, GO:0043312, GO:0045296, GO:0002199, GO:0005515"
SFPQ,TCERG1,12687,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0090575, GO:0000785, GO:0003676, GO:0003677, GO:0070888, GO:0000980, GO:0070932, GO:0005737, GO:0000380, GO:0000724, GO:0006355, GO:0005634, GO:0005654, GO:0048511, GO:0045944, GO:0016363, GO:0042826, GO:0008380, GO:0000981, GO:0003723, GO:0016607, GO:0045876, GO:0042382, GO:0006281, GO:0045087, GO:0006974, GO:0042803, GO:0042752, GO:0042754, GO:0044212, GO:1902177, GO:0000122, GO:0000398, GO:0002218, GO:0000976, GO:0006351, GO:0005515, GO:0045892, GO:0003682, GO:0006397","GO:1903508, GO:0001104, GO:0070064, GO:0070063, GO:0000122, GO:0005634, GO:0003714, GO:0003713, GO:0006366, GO:0005654, GO:0003723, GO:0005515, GO:0001103, GO:0042802"
RPL5,RPS27A,12724,,exp,coexpression,17,,xxxxxx,xxxxxx,"GO:0000184, GO:0005783, GO:0022625, GO:0006614, GO:0050821, GO:0010628, GO:0005925, GO:0000027, GO:0005737, GO:0003735, GO:0048027, GO:0070062, GO:0005730, GO:0005634, GO:0016020, GO:2000059, GO:0005654, GO:0006364, GO:1904667, GO:1901796, GO:0045727, GO:0003730, GO:0042273, GO:0008097, GO:0031625, GO:0032991, GO:0005829, GO:1990904, GO:1990948, GO:0003723, GO:0005515, GO:2000435, GO:0006413, GO:0006412","GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0015935, GO:0019985, GO:0019068, GO:0019058, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0043209, GO:0005634, GO:0016020, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0016055, GO:0043488, GO:0035666, GO:0046872, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0019941, GO:0043066, GO:0031145, GO:0070423, GO:0006974, GO:0051092, GO:0019221, GO:0005886, GO:0051403, GO:0006281, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0043657, GO:0070062, GO:0005829, GO:0005730, GO:0007249, GO:0036297, GO:0000715, GO:0016567, GO:0005741, GO:0045944, GO:0003723, GO:0005515, GO:0031386, GO:0006413, GO:0006412, GO:0070911"
NEIL1,CHKB,12725,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0004103, GO:0006646, GO:0006657, GO:0006656, GO:0016310, GO:0005829, GO:0004305, GO:0005524"
SRSF5,RPAIN,12728,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0016607, GO:0033120, GO:0000381, GO:0005730, GO:0031124, GO:0005634, GO:0051726, GO:0045292, GO:0000398, GO:0006405, GO:0005654, GO:0006376, GO:0003723, GO:0005515, GO:0097421, GO:0032869, GO:0043422, GO:0005829, GO:0006406, GO:0006397","GO:0005737, GO:0006310, GO:0016605, GO:0006281, GO:0005634, GO:0006606, GO:0001650, GO:0006974, GO:0044877, GO:0006261, GO:0046872"
CENPT,ATXN3,12732,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0034080, GO:0005829, GO:0016604, GO:0000278, GO:0051301, GO:0005634, GO:0051276, GO:0005654, GO:0006357, GO:0000776, GO:0005515, GO:0051382, GO:0007059, GO:0046982, GO:0000775, GO:0000981, GO:0000777","GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380"
PSMD14,EIF5A,12737,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0005737, GO:0006452, GO:0016020, GO:0045901, GO:0047485, GO:0045905, GO:0005643, GO:0005642, GO:0005634, GO:0006915, GO:0006913, GO:0005789, GO:0008284, GO:0006611, GO:0003723, GO:0005515, GO:0003746, GO:0043022, GO:0005829, GO:0006406, GO:0017070"
VCP,RPN2,12792,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0032510, GO:0044389, GO:0005811, GO:0006457, GO:0005783, GO:0090263, GO:0019985, GO:0034774, GO:0016236, GO:0036503, GO:0006734, GO:0005789, GO:0034214, GO:1903862, GO:0035578, GO:1903006, GO:0016887, GO:0031593, GO:0032436, GO:1904288, GO:2001171, GO:0042981, GO:0005737, GO:1903007, GO:0006888, GO:0006302, GO:0045732, GO:0043209, GO:0043161, GO:0005634, GO:0006281, GO:0051260, GO:0030970, GO:0055085, GO:0005654, GO:1903715, GO:0042802, GO:0097352, GO:0048471, GO:0016579, GO:0018279, GO:0005524, GO:1990381, GO:1904813, GO:0051228, GO:0042288, GO:0006919, GO:0019079, GO:0046034, GO:0006914, GO:0036435, GO:0031334, GO:0008289, GO:0036513, GO:0006974, GO:0019903, GO:0061857, GO:0019904, GO:0043531, GO:0030433, GO:0034098, GO:0000502, GO:1990730, GO:0010918, GO:0070062, GO:0045184, GO:2000158, GO:0031625, GO:0032991, GO:0043231, GO:0030968, GO:0035861, GO:0005829, GO:0070842, GO:0010498, GO:0043312, GO:0070987, GO:0016567, GO:0005576, GO:0071712, GO:0003723, GO:0005515, GO:1904949, GO:0035800, GO:0072389","GO:0004579, GO:0043022, GO:0007568, GO:0000421, GO:0006487, GO:0016021, GO:0016020, GO:0042493, GO:0006464, GO:0005789, GO:0005515, GO:0005791, GO:0008250, GO:0018279"
EME1,PRELID1,12904,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005720, GO:0006974, GO:0006302, GO:0005730, GO:0000712, GO:0006281, GO:0072429, GO:0004520, GO:0036297, GO:0005654, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573","GO:0045580, GO:0010950, GO:1901857, GO:0032991, GO:0051881, GO:0097035, GO:0015914, GO:0006915, GO:0090201, GO:0005739, GO:0005654, GO:0010917, GO:0043066, GO:0070234, GO:0005515, GO:0006955, GO:0005758, GO:1990050, GO:2001140, GO:0042981, GO:0007275"
TRAPPC1,POLR2L,12932,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0048208, GO:0006888, GO:0005783, GO:0005829, GO:0043312, GO:0017112, GO:0000139, GO:0035578, GO:0005576, GO:0005515, GO:0030008","GO:0001055, GO:0001056, GO:0008270, GO:0001054, GO:0003677, GO:0008543, GO:0005654, GO:0005634, GO:0006281, GO:0006370, GO:0006361, GO:0006363, GO:0006367, GO:0006366, GO:0006368, GO:0045815, GO:0006383, GO:0006283, GO:0005736, GO:0006974, GO:0060964, GO:0003899, GO:0016070, GO:0005829, GO:0000428, GO:0000398, GO:0006356, GO:0005665, GO:0005515, GO:0005666, GO:0042795"
ATM,SLC35E2B,12973,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0071044, GO:0018105, GO:0071480, GO:0033151, GO:0006281, GO:0030889, GO:0045141, GO:0009791, GO:0044877, GO:0007165, GO:0035264, GO:0003677, GO:0001666, GO:0042981, GO:0007143, GO:0007140, GO:0000723, GO:0043065, GO:0005819, GO:0006303, GO:0001541, GO:0005730, GO:0031410, GO:0000729, GO:0071481, GO:0032212, GO:0032210, GO:0046777, GO:0005654, GO:0004674, GO:0004677, GO:0006260, GO:0048538, GO:0016572, GO:1901796, GO:1903626, GO:0010506, GO:0005524, GO:1904884, GO:0036289, GO:0006468, GO:0000781, GO:1904358, GO:0097695, GO:0007507, GO:1904354, GO:0016303, GO:0033129, GO:0097694, GO:0043517, GO:0006974, GO:0006975, GO:0051402, GO:0006977, GO:0042159, GO:1903978, GO:0036092, GO:0010212, GO:0008340, GO:0007131, GO:0001756, GO:0008630, GO:0000784, GO:0007050, GO:0072434, GO:1905843, GO:0007420, GO:0047485, GO:0071500, GO:1990391, GO:1900034, GO:0090399, GO:0000724, GO:0016301, GO:0002377, GO:0048599, GO:0051972, GO:0005515, GO:0007094, GO:0046983, GO:0002331, GO:1904262, GO:0005634, GO:0043525",GO:0016021
UBA52,RPS14,12977,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0000184, GO:0022627, GO:0006614, GO:0000028, GO:0048027, GO:0003735, GO:0005925, GO:0070062, GO:0000122, GO:0016020, GO:0005654, GO:0006364, GO:0070181, GO:0030218, GO:0000462, GO:0045182, GO:0005829, GO:0005730, GO:0006412, GO:0003723, GO:0005515, GO:0006417, GO:0006413, GO:0030490"
PHB,PSMD14,12983,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0050847, GO:0008022, GO:0071354, GO:0030308, GO:0031871, GO:0019899, GO:0050821, GO:0010628, GO:0007165, GO:0010942, GO:0042981, GO:0001649, GO:0005737, GO:0016575, GO:0070062, GO:0000122, GO:0043209, GO:0005634, GO:0016020, GO:0005739, GO:0005654, GO:0045745, GO:0007005, GO:0010944, GO:0000981, GO:0008285, GO:0006851, GO:0009986, GO:0045892, GO:0045893, GO:0005887, GO:0005886, GO:2000323, GO:0060766, GO:0044212, GO:0070374, GO:0045917, GO:0042826, GO:0005743, GO:0006355, GO:0042177, GO:0005515, GO:0001850, GO:0001851, GO:0070373, GO:0005769, GO:0071897","GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515"
VBP1,POLR2K,13001,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0007021, GO:0005737, GO:0015631, GO:0007017, GO:0006457, GO:0043231, GO:0005844, GO:0005634, GO:0005515, GO:0016272, GO:0005829","GO:0003677, GO:0001056, GO:0008270, GO:0001054, GO:0001055, GO:0008543, GO:0005654, GO:0005634, GO:0006281, GO:0006356, GO:0006361, GO:0006363, GO:0006367, GO:0006366, GO:0006368, GO:0045815, GO:0006383, GO:0006283, GO:0005736, GO:0006974, GO:0060964, GO:0016070, GO:0005829, GO:0000398, GO:0006370, GO:0005665, GO:0005666, GO:0042795"
XRCC5,PSME3,13008,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:1904430, GO:0008022, GO:0051973, GO:0071481, GO:1990904, GO:0034774, GO:1990830, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0043085, GO:0000723, GO:0006303, GO:0006302, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0032212, GO:0071475, GO:0050769, GO:0005654, GO:0042162, GO:0003690, GO:0003691, GO:0045087, GO:0005524, GO:0003723, GO:0043564, GO:0071398, GO:0048660, GO:0008283, GO:0004003, GO:0032508, GO:0071480, GO:0006974, GO:0032481, GO:0045892, GO:0005886, GO:0060218, GO:0006281, GO:0051575, GO:0006310, GO:0044212, GO:0031625, GO:0032991, GO:0007420, GO:0032993, GO:0032204, GO:0005829, GO:0042493, GO:0043312, GO:0070198, GO:0002218, GO:0005576, GO:0006351, GO:0005515, GO:0070419, GO:0045860, GO:0003684, GO:0008047","GO:0005737, GO:0016020, GO:2000045, GO:0016579, GO:0005634, GO:0006915, GO:0061133, GO:0008537, GO:0043687, GO:0005654, GO:0061136, GO:2001237, GO:0042802, GO:0005515, GO:0010950, GO:0000502, GO:0097371, GO:0002039, GO:0005829, GO:0007049"
